FS125,FS115,FS121,FS120,FS114,Tons,Waste,MGO,HGO,VLGO,LGO,G1,Top Soil,LLG,DumpingTime
0,1,0,0,0,0.18032786885245902,1,0,0,0,0,0,0,0,0.07491594796082444
0,1,0,0,0,0.18442622950819673,1,0,0,0,0,0,0,0,0.0016810407835111825
1,0,0,0,0,0.16495901639344263,1,0,0,0,0,0,0,0,0.0006577985674608975
1,0,0,0,0,0.0020491803278688526,1,0,0,0,0,0,0,0,0.03457096915655606
1,0,0,0,0,0.21106557377049182,1,0,0,0,0,0,0,0,0.0003654436485893875
0,0,1,0,0,0.19262295081967212,1,0,0,0,0,0,0,0,0.003654436485893875
1,0,0,0,0,0.2838114754098361,1,0,0,0,0,0,0,0,0.0009501534863324075
0,0,1,0,0,0.1987704918032787,1,0,0,0,0,0,0,0,0.0027042829995614676
0,0,1,0,0,0.17520491803278687,1,0,0,0,0,0,0,0,0.00380061394532963
1,0,0,0,0,0.39959016393442626,1,0,0,0,0,0,0,0,0.00438532378307265
0,1,0,0,0,0.1598360655737705,1,0,0,0,0,0,0,0,0.013594503727525216
1,0,0,0,0,0.27459016393442626,1,0,0,0,0,0,0,0,0.0802514252302295
0,1,0,0,0,0.1444672131147541,1,0,0,0,0,0,0,0,0.006870340593480485
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.0031428153778687326
0,1,0,0,0,0.1721311475409836,1,0,0,0,0,0,0,0,0.004531501242508405
0,1,0,0,0,0.18135245901639344,1,0,0,0,0,0,0,0,0.0027042829995614676
0,1,0,0,0,0.18954918032786885,1,0,0,0,0,0,0,0,0.005700920917994445
0,0,1,0,0,0.18442622950819673,1,0,0,0,0,0,0,0,0.007381961701505628
0,0,1,0,0,0.24180327868852458,1,0,0,0,0,0,0,0,0.0003654436485893875
0,0,1,0,0,0.16598360655737704,1,0,0,0,0,0,0,0,0.0003654436485893875
0,1,0,0,0,0.16290983606557377,1,0,0,0,0,0,0,0,0.010305510890220727
0,0,1,0,0,0.3155737704918033,1,0,0,0,0,0,0,0,0.0021195731618184476
0,0,0,1,0,0.2530737704918033,1,0,0,0,0,0,0,0,0.0005116211080251425
0,0,1,0,0,0.22848360655737704,1,0,0,0,0,0,0,0,0.0018272182429469376
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.007089606782634118
0,1,0,0,0,0.21618852459016394,1,0,0,0,0,0,0,0,0.007089606782634118
0,0,1,0,0,0.22540983606557377,1,0,0,0,0,0,0,0,0.00175412951322906
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.020830287969595088
0,1,0,0,0,0.16188524590163936,1,0,0,0,0,0,0,0,0.01257126151147493
0,1,0,0,0,0.20901639344262296,1,0,0,0,0,0,0,0,0.011840374214296156
0,1,0,0,0,0.19672131147540983,1,0,0,0,0,0,0,0,0.023315304780002922
1,0,0,0,0,0.27459016393442626,1,0,0,0,0,0,0,0,0.001607952053793305
0,1,0,0,0,0.1875,1,0,0,0,0,0,0,0,0.05890951615260927
0,1,0,0,0,0.1915983606557377,1,0,0,0,0,0,0,0,0.09983920479462068
0,1,0,0,0,0.15163934426229508,1,0,0,0,0,0,0,0,0.04421868147931589
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.0021195731618184476
0,1,0,0,0,0.19672131147540983,1,0,0,0,0,0,0,0,0.025873410320128635
0,1,0,0,0,0.19672131147540983,1,0,0,0,0,0,0,0,0.024996345563514107
0,0,1,0,0,0.1915983606557377,1,0,0,0,0,0,0,0,0.00146177459435755
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.0019733957023826926
0,1,0,0,0,0.17520491803278687,1,0,0,0,0,0,0,0,0.025434877941821372
0,1,0,0,0,0.1598360655737705,1,0,0,0,0,0,0,0,0.014544657213857623
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.03669054231837451
0,1,0,0,0,0.16086065573770492,1,0,0,0,0,0,0,0,0.007381961701505628
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.011548019295424646
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.03559421137260634
0,0,0,1,0,0.1834016393442623,1,0,0,0,0,0,0,0,0.013302148808653706
0,1,0,0,0,0.16188524590163936,1,0,0,0,0,0,0,0,0.014471568484139746
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.017175851483701213
0,0,1,0,0,0.3012295081967213,1,0,0,0,0,0,0,0,0.000730887297178775
0,1,0,0,0,0.16188524590163936,1,0,0,0,0,0,0,0,0.015129367051600643
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.042026019587779566
0,1,0,0,0,0.17315573770491804,1,0,0,0,0,0,0,0,0.00116941967548604
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.020903376699312966
0,1,0,0,0,0.16393442622950818,1,0,0,0,0,0,0,0,0.008112848998684403
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.03142815377868732
0,0,0,0,1,0.4364754098360656,0,1,0,0,0,0,0,0,0.011255664376553136
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.01812600497003362
0,1,0,0,0,0.16290983606557377,1,0,0,0,0,0,0,0,0.008405203917555913
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.03486332407542757
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.022511328753106272
0,0,1,0,0,0.20491803278688525,1,0,0,0,0,0,0,0,0.007089606782634118
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.16788481216196463
0,1,0,0,0,0.19979508196721313,1,0,0,0,0,0,0,0,0.03829849437216781
0,0,0,0,1,0.28790983606557374,0,1,0,0,0,0,0,0,0.01586025434877942
1,0,0,0,0,0.3176229508196721,1,0,0,0,0,0,0,0,0.01052477707937436
0,0,0,0,1,0.2797131147540984,0,1,0,0,0,0,0,0,0.011036398187399503
0,1,0,0,0,0.20081967213114754,1,0,0,0,0,0,0,0,0.044657213857623154
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.01140184183598889
0,1,0,0,0,0.13729508196721313,1,0,0,0,0,0,0,0,0.004312235053354773
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.005700920917994445
0,0,1,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.03603274375091361
0,1,0,0,0,0.21004098360655737,1,0,0,0,0,0,0,0,0.011767285484578277
0,0,0,0,1,0.3094262295081967,0,1,0,0,0,0,0,0,0.024703990644642595
0,1,0,0,0,0.16495901639344263,1,0,0,0,0,0,0,0,0.00497003362081567
0,0,1,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.03756760707498904
0,1,0,0,0,0.20799180327868852,1,0,0,0,0,0,0,0,0.01746820640257272
0,0,1,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.06066364566583833
0,0,1,0,0,0.16290983606557377,1,0,0,0,0,0,0,0,0.00116941967548604
1,0,0,0,0,0.29405737704918034,1,0,0,0,0,0,0,0,0.021341909077620232
0,0,1,0,0,0.1598360655737705,1,0,0,0,0,0,0,0,0.012498172781757053
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.08858354041806753
0,0,1,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.009866978511913463
0,0,0,0,1,0.3831967213114754,1,0,0,0,0,0,0,0,0.002777371729279345
0,0,1,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.0480923841543634
0,1,0,0,0,0.21413934426229508,1,0,0,0,0,0,0,0,0.0789358280953077
1,0,0,0,0,0.2776639344262295,1,0,0,0,0,0,0,0,0.00701651805291624
0,0,1,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.01586025434877942
0,0,0,0,1,0.42520491803278687,1,0,0,0,0,0,0,0,0.0000730887297178775
0,0,1,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.00906300248501681
0,0,0,1,0,0.19774590163934427,1,0,0,0,0,0,0,0,0.012059640403449787
0,0,0,1,0,0.2930327868852459,1,0,0,0,0,0,0,0,0.0016810407835111825
0,0,1,0,0,0.2838114754098361,1,0,0,0,0,0,0,0,0.015567899429907908
0,0,1,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.011036398187399503
0,0,0,1,0,0.2192622950819672,1,0,0,0,0,0,0,0,0.005043122350533548
0,1,0,0,0,0.26536885245901637,1,0,0,0,0,0,0,0,0.00643180821517322
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.01403303610583248
0,1,0,0,0,0.3073770491803279,1,0,0,0,0,0,0,0,0.007235784242069873
0,0,0,1,0,0.19364754098360656,1,0,0,0,0,0,0,0,0.04509574623593042
0,1,0,0,0,0.29918032786885246,1,0,0,0,0,0,0,0,0.005481654728840813
1,0,0,0,0,0.05122950819672131,1,0,0,0,0,0,0,0,0.10166642303756761
0,1,0,0,0,0.29918032786885246,1,0,0,0,0,0,0,0,0.004531501242508405
0,0,0,1,0,0.2182377049180328,1,0,0,0,0,0,0,0,0.002192661891536325
0,1,0,0,0,0.31864754098360654,1,0,0,0,0,0,0,0,0.0038737026750475076
0,1,0,0,0,0.30225409836065575,1,0,0,0,0,0,0,0,0.01586025434877942
0,1,0,0,0,0.3319672131147541,1,0,0,0,0,0,0,0,0.00497003362081567
0,1,0,0,0,0.3237704918032787,1,0,0,0,0,0,0,0,0.005408565999122935
0,1,0,0,0,0.30635245901639346,1,0,0,0,0,0,0,0,0.022949861131413535
0,0,0,1,0,0.3473360655737705,1,0,0,0,0,0,0,0,0.03778687326414267
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.01586025434877942
0,0,0,1,0,0.3206967213114754,1,0,0,0,0,0,0,0,0.002485016810407835
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.005408565999122935
0,0,0,1,0,0.32991803278688525,1,0,0,0,0,0,0,0,0.0019733957023826926
0,0,1,0,0,0.2817622950819672,1,0,0,0,0,0,0,0,0.0034351702967402426
0,1,0,0,0,0.2776639344262295,1,0,0,0,0,0,0,0,0.0038737026750475076
0,1,0,0,0,0.305327868852459,1,0,0,0,0,0,0,0,0.000730887297178775
0,0,0,0,1,0.3422131147540984,1,0,0,0,0,0,0,0,0.014837012132729133
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.0025581055401257126
0,0,0,0,1,0.28688524590163933,1,0,0,0,0,0,0,0,0.011840374214296156
0,0,0,1,0,0.06659836065573771,1,0,0,0,0,0,0,0,0.018272182429469375
0,0,0,0,1,0.0020491803278688526,1,0,0,0,0,0,0,0,0.010013155971349217
0,0,0,0,1,0.17930327868852458,1,0,0,0,0,0,0,0,0.007235784242069873
0,0,0,0,1,0.19467213114754098,1,0,0,0,0,0,0,0,0.0010963309457681625
0,0,0,0,1,0.28688524590163933,1,0,0,0,0,0,0,0,0.01403303610583248
0,0,0,0,1,0.1987704918032787,1,0,0,0,0,0,0,0,0.0021195731618184476
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.0006577985674608975
0,0,0,1,0,0.30327868852459017,1,0,0,0,0,0,0,0,0.000730887297178775
0,0,0,0,1,0.19569672131147542,1,0,0,0,0,0,0,0,0.018564537348340886
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.035667300102324224
0,1,0,0,0,0.29918032786885246,1,0,0,0,0,0,0,0,0.0005116211080251425
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.0175412951322906
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.006870340593480485
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.029747112995176146
0,0,0,1,0,0.2336065573770492,1,0,0,0,0,0,0,0,0.03106271013009794
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.0012425084052039175
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.024484724455488962
0,1,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.006870340593480485
0,0,0,1,0,0.2827868852459016,1,0,0,0,0,0,0,0,0.042683818155240465
1,0,0,0,0,0.2899590163934426,1,0,0,0,0,0,0,0,0.03595965502119573
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.0002192661891536325
0,1,0,0,0,0.3237704918032787,1,0,0,0,0,0,0,0,0.00321590410758661
0,0,0,1,0,0.19467213114754098,1,0,0,0,0,0,0,0,0.0037275252156117526
1,0,0,0,0,0.017418032786885244,1,0,0,0,0,0,0,0,0.000146177459435755
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.01936851337523754
0,1,0,0,0,0.29713114754098363,1,0,0,0,0,0,0,0,0.0015348633240754275
0,1,0,0,0,0.2899590163934426,1,0,0,0,0,0,0,0,0.0024119280806899576
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.020684110510159334
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.016152609267650928
0,1,0,0,0,0.305327868852459,1,0,0,0,0,0,0,0,0.0018272182429469376
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.01198655167373191
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.04326852799298348
0,0,0,0,1,0.2336065573770492,1,0,0,0,0,0,0,0,0.016152609267650928
0,0,1,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.019807045753544802
0,1,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.003362081567022365
0,0,1,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.03807922818301418
0,0,0,1,0,0.26536885245901637,1,0,0,0,0,0,0,0,0.0034351702967402426
1,0,0,0,0,0.2817622950819672,1,0,0,0,0,0,0,0,0.10466306095600059
0,0,1,0,0,0.22438524590163936,1,0,0,0,0,0,0,0,0.011474930565706767
0,1,0,0,0,0.2038934426229508,1,0,0,0,0,0,0,0,0.005627832188276568
0,1,0,0,0,0.22540983606557377,1,0,0,0,0,0,0,0,0.044657213857623154
0,0,1,0,0,0.24692622950819673,1,0,0,0,0,0,0,0,0.00233883935097208
1,0,0,0,0,0.26844262295081966,1,0,0,0,0,0,0,0,0.0018272182429469376
1,0,0,0,0,0.004098360655737705,1,0,0,0,0,0,0,0,0.00350825902645812
0,0,0,1,0,0.2889344262295082,1,0,0,0,0,0,0,0,0.06804560736734395
0,0,1,0,0,0.25922131147540983,1,0,0,0,0,0,0,0,0.017687472591726355
0,1,0,0,0,0.21209016393442623,1,0,0,0,0,0,0,0,0.005481654728840813
0,0,1,0,0,0.27151639344262296,1,0,0,0,0,0,0,0,0.022072796374799006
0,1,0,0,0,0.2192622950819672,1,0,0,0,0,0,0,0,0.003946791404765385
0,0,0,1,0,0.16905737704918034,1,0,0,0,0,0,0,0,0.011255664376553136
0,1,0,0,0,0.18545081967213115,1,0,0,0,0,0,0,0,0.0087706475661453
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.0058470983774302
0,0,0,0,1,0.28688524590163933,1,0,0,0,0,0,0,0,0.006212542026019588
0,0,0,0,1,0.2182377049180328,1,0,0,0,0,0,0,0,0.001315597134921795
0,0,1,0,0,0.20081967213114754,1,0,0,0,0,0,0,0,0.0168834965648297
0,0,0,1,0,0.2182377049180328,1,0,0,0,0,0,0,0,0.0021195731618184476
0,0,0,1,0,0.29815573770491804,1,0,0,0,0,0,0,0,0.017833650051162112
0,0,0,1,0,0.2858606557377049,1,0,0,0,0,0,0,0,0.0009501534863324075
0,0,0,1,0,0.20081967213114754,1,0,0,0,0,0,0,0,0.04626516591141646
0,1,0,0,0,0.29200819672131145,1,0,0,0,0,0,0,0,0.0038737026750475076
0,1,0,0,0,0.2817622950819672,1,0,0,0,0,0,0,0,0.005993275836865955
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.09019149247186084
0,1,0,0,0,0.2182377049180328,1,0,0,0,0,0,0,0,0.020611021780441455
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.03720216342639965
0,1,0,0,0,0.22028688524590165,1,0,0,0,0,0,0,0,0.018345271159187253
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.009501534863324076
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.012498172781757053
0,1,0,0,0,0.2459016393442623,1,0,0,0,0,0,0,0,0.00789358280953077
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.012936705160064317
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.009282268674170443
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.008112848998684403
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.0000730887297178775
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.00613945329630171
1,0,0,0,0,0.25922131147540983,1,0,0,0,0,0,0,0,0.0010963309457681625
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.004896944891097793
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.007528139160941383
1,0,0,0,0,0.2459016393442623,1,0,0,0,0,0,0,0,0.00029235491887151
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.011328753106271013
0,0,0,1,0,0.21311475409836064,1,0,0,0,0,0,0,0,0.005408565999122935
0,0,0,0,1,0.22131147540983606,1,0,0,0,0,0,0,0,0.00906300248501681
0,1,0,0,0,0.2807377049180328,1,0,0,0,0,0,0,0,0.031647419967840956
0,0,0,0,1,0.29713114754098363,1,0,0,0,0,0,0,0,0.00409296886420114
0,0,0,1,0,0.19262295081967212,1,0,0,0,0,0,0,0,0.0000730887297178775
0,0,0,0,1,0.2387295081967213,1,0,0,0,0,0,0,0,0.001607952053793305
0,0,0,1,0,0.19569672131147542,1,0,0,0,0,0,0,0,0.005993275836865955
0,0,0,1,0,0.21004098360655737,1,0,0,0,0,0,0,0,0.007235784242069873
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.0016810407835111825
0,0,0,0,1,0.22745901639344263,0,1,0,0,0,0,0,0,0.0010963309457681625
0,0,0,0,1,0.21413934426229508,0,1,0,0,0,0,0,0,0.008989913755298933
1,0,0,0,0,0.16495901639344263,1,0,0,0,0,0,0,0,0.00175412951322906
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.005920187107148078
1,0,0,0,0,0.27459016393442626,1,0,0,0,0,0,0,0,0.0002192661891536325
1,0,0,0,0,0.30225409836065575,1,0,0,0,0,0,0,0,0.0012425084052039175
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.007162695512351995
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.0003654436485893875
1,0,0,0,0,0.29405737704918034,1,0,0,0,0,0,0,0,0.0002192661891536325
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.004239146323636895
0,0,0,1,0,0.3084016393442623,1,0,0,0,0,0,0,0,0.019149247186083906
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.03259757345417336
0,0,0,1,0,0.22131147540983606,1,0,0,0,0,0,0,0,0.000146177459435755
0,0,0,1,0,0.21413934426229508,1,0,0,0,0,0,0,0,0.00555474345855869
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.016810407835111826
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.024484724455488962
0,0,0,1,0,0.22028688524590165,1,0,0,0,0,0,0,0,0.004166057593919018
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.004019880134483263
0,0,0,1,0,0.22540983606557377,1,0,0,0,0,0,0,0,0.00497003362081567
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.006358719485455343
0,0,0,1,0,0.22540983606557377,1,0,0,0,0,0,0,0,0.0024119280806899576
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.01549481070019003
1,0,0,0,0,0.25922131147540983,1,0,0,0,0,0,0,0,0.0012425084052039175
0,0,0,1,0,0.2336065573770492,1,0,0,0,0,0,0,0,0.001315597134921795
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.00467767870194416
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.006066364566583833
0,0,0,1,0,0.14856557377049182,1,0,0,0,0,0,0,0,0.003069726648150855
0,0,0,1,0,0.2028688524590164,1,0,0,0,0,0,0,0,0.0035813477561759976
0,0,0,1,0,0.17315573770491804,1,0,0,0,0,0,0,0,0.000146177459435755
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.005189299809969303
0,1,0,0,0,0.23565573770491804,1,0,0,0,0,0,0,0,0.026823563806461045
0,0,0,0,1,0.1413934426229508,0,1,0,0,0,0,0,0,0.028943136968279493
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.04772694050577401
1,0,0,0,0,0.22950819672131148,1,0,0,0,0,0,0,0,0.00029235491887151
0,1,0,0,0,0.18135245901639344,1,0,0,0,0,0,0,0,0.003946791404765385
0,1,0,0,0,0.24180327868852458,1,0,0,0,0,0,0,0,0.021853530185645374
0,1,0,0,0,0.19569672131147542,1,0,0,0,0,0,0,0,0.007089606782634118
0,1,0,0,0,0.20594262295081966,1,0,0,0,0,0,0,0,0.015567899429907908
1,0,0,0,0,0.08299180327868852,1,0,0,0,0,0,0,0,0.009501534863324076
0,1,0,0,0,0.1875,1,0,0,0,0,0,0,0,0.012205817862885543
0,1,0,0,0,0.17827868852459017,1,0,0,0,0,0,0,0,0.03552112264288847
1,0,0,0,0,0.29508196721311475,1,0,0,0,0,0,0,0,0.012205817862885543
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.017395117672854846
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.03245139599473761
0,1,0,0,0,0.1987704918032787,1,0,0,0,0,0,0,0,0.01110948691711738
0,0,0,1,0,0.2848360655737705,1,0,0,0,0,0,0,0,0.00029235491887151
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.00233883935097208
0,0,0,1,0,0.19979508196721313,1,0,0,0,0,0,0,0,0.005189299809969303
0,0,0,1,0,0.29405737704918034,1,0,0,0,0,0,0,0,0.04107586610144716
0,0,0,1,0,0.29713114754098363,1,0,0,0,0,0,0,0,0.000438532378307265
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.00701651805291624
